sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota,latitude,longitude,hmap
20171100206,COMPS,Kim Huff,9967742985,kimhuff@gmail.com,F,65.93,88.55,93.37,67.31,55.32,73.41,36.32,Cameron Ortiz,Dance movement psychotherapist,Jacqueline Sanchez,Veterinary surgeon,358286,400016,2017,public administrative services,minority,19.0389,72.8421,0.1
20171100207,MECH,Richard Harrison,9987231196,richardharrison@gmail.com,M,76.11,94.92,68.22,98.82,82.35,62.71,18.78,Jonathan Morgan,Amenity horticulturist,Danielle Price DVM,Clothing/textile technologist,576635,400082,2017,communications,non-minority,19.1741,72.9372,0.1
20171100208,MECH,Jose Scott,9665129241,josescott@gmail.com,M,37.5,88.62,67.31,63.84,60.63,99.77,46.6,Christopher King,Games developer,Alicia Dean,"Surveyor, insurance",1226462,400019,2017,public administrative services,non-minority,19.0269,72.8554,0.1
20171100209,IT,Cynthia Thomas,9665483444,cynthiathomas@gmail.com,M,71.72,73.68,4.57,98.13,53.01,85.61,67.82,Seth Leonard,"Psychologist, sport and exercise",Leslie Jones,Food technologist,704577,400046,2017,agriculture and forestry,minority,19.1367,72.8109,0.1
20171100210,EXTC,Bryce Charles,9967483264,brycecharles@gmail.com,M,63.56,65.67,52.33,62.37,94.82,75.68,80.34,Kevin Marquez,Interior and spatial designer,Sherri Ortiz,Hydrologist,1434379,400065,2017,public administrative services,minority,19.1556,72.885,0.1
20171100211,IT,Anthony Hancock,8452096190,anthonyhancock@yahoo.com,M,86.77,83.31,24.37,59.26,74.95,52.88,46.76,Dr. Christian Bernard,Curator,Tara Warren,Seismic interpreter,573152,400075,2017,manufacturing,minority,19.0799,72.9174,0.1
20171100212,EXTC,Robert Stephens,9892943666,robertstephens@gmail.com,M,57.72,58.29,52.87,82.96,98.47,75.04,55.05,Wesley Hubbard,Geochemist,Kayla Lowe,Trading standards officer,1426554,400051,2017,agriculture and forestry,non-minority,19.0596,72.8553,0.1
20171100213,COMPS,Brandon Baker,9867838406,brandonbaker@gmail.com,M,62.54,62.3,45.1,82.58,89.71,53.54,67.7,Shannon Holmes,"Scientist, clinical (histocompatibility and immunogenetics)",Terri Moore,Financial risk analyst,458482,400049,2017,agriculture and forestry,minority,19.1047,72.8268,0.1
20171100214,EXTC,Mark Price,9987518896,markprice@gmail.com,F,82.33,63.52,32.71,50.24,74.29,51.51,78.66,Douglas Fox,"Therapist, drama",Beth Cuevas,Youth worker,507173,400044,2017,information technology,non-minority,19.0633,72.9258,0.1
20171100215,MECH,David Miller,9892238709,davidmiller@gmail.com,M,82.29,60.64,82.4,78.77,78.75,69.7,10.54,Robert Gallegos MD,Fisheries officer,Gina Kennedy,Audiological scientist,934415,400037,2017,finance and real estate services,minority,19.0257,72.8697,0.1
20171100216,COMPS,Michael Vaughan,9665526687,michaelvaughan@gmail.com,M,62.06,65.67,39.17,67.43,80.49,59.24,12.65,Kevin Johnson,"Scientist, physiological",Breanna Davis,"Engineer, communications",1458370,400004,2017,agriculture and forestry,non-minority,18.958,72.8214,0.1
20171100217,COMPS,Julie Robertson,8451930970,julierobertson@gmail.com,F,81.56,67.42,28.79,69.84,56.82,67.8,74.79,Andrew Woodard,Hotel manager,Angel Santos,"Development worker, community",603272,400093,2017,finance and real estate services,non-minority,19.1283,72.8677,0.1
20171100218,COMPS,Bianca Butler,9665776570,biancabutler@gmail.com,M,41.99,63.89,40.05,59.64,66.05,59.86,70.33,Mr. Glenn Simmons,Forensic scientist,Margaret Hansen,Hotel manager,945899,400095,2017,communications,non-minority,19.1888,72.8197,0.1
20171100219,MECH,Anthony Campbell,8451076746,anthonycampbell@hotmail.com,F,61.09,54.06,86.14,97.36,73.05,51.63,58.17,Justin Johnson,"Teacher, primary school",Kayla Woodard,Soil scientist,1310147,400029,2017,finance and real estate services,minority,19.0797,72.8679,0.1
20171100220,IT,Kirsten Simon,9967036073,kirstensimon@hotmail.com,M,46.21,72.43,88.48,50.3,79.33,57.68,56.57,Manuel Payne,Energy engineer,Donna Gonzales,Fashion designer,1144760,400063,2017,trade transport and hotels,non-minority,19.1648,72.8533,0.1
20171100221,IT,Peter Carter,8451044935,petercarter@gmail.com,M,40.86,79.96,8.85,70.9,96.22,70.37,67.32,Isaiah Marshall,Trade union research officer,Linda Wells,Company secretary,1250306,400075,2017,communications,minority,19.0799,72.9174,0.1
20171100222,IT,Lauren Davis,9987812112,laurendavis@gmail.com,M,68.66,78.8,26.68,61.92,84.65,85.42,17.02,Casey Hanna,Health and safety inspector,Stephanie Johnson,Research scientist (physical sciences),466651,400054,2017,trade transport and hotels,minority,19.082,72.8345,0.1
20171100223,IT,Michael Sanchez,9967787207,michaelsanchez@yahoo.com,M,37.32,56.29,5.33,61.24,64.04,99.62,65.79,Ronald Small,Intelligence analyst,Lindsey Guzman,"Biochemist, clinical",302037,400099,2017,finance and real estate services,minority,19.0929,72.8654,0.1
20171100224,COMPS,Christopher Martin,9967360379,christophermartin@gmail.com,M,91.4,96.64,22.82,61.99,92.59,55.91,73.37,Jeremiah Zamora,"Psychologist, occupational",Alyssa Williams,Mechanical engineer,456037,400034,2017,constructions,non-minority,18.9724,72.8148,0.1
20171100225,COMPS,Daniel Dunlap,9967031907,danieldunlap@gmail.com,F,60.63,79.81,81.37,95.08,50.03,54.06,67.95,Larry Davis,Dance movement psychotherapist,Sherri Vaughan,Illustrator,770947,400079,2017,communications,non-minority,19.1025,72.9254,0.1
20171100226,MECH,Aaron Johnson Jr.,9004577371,aaronjohnsonjr.@gmail.com,M,78.34,64.83,70.31,96.56,55.57,61.62,82.6,Anthony Boyd,Ergonomist,Shelley Harris,"Psychologist, sport and exercise",829850,400081,2017,constructions,non-minority,19.1661,72.9646,0.1
20171100227,IT,Douglas Pena,9987438198,douglaspena@gmail.com,M,69.55,77.26,37.41,61.52,83.93,96.65,3.03,James Graham,Careers adviser,Cynthia Shaffer,Production engineer,1317347,400033,2017,trade transport and hotels,minority,18.9856,72.8442,0.1
20171100228,IT,Steven Rodriguez,7738375286,stevenrodriguez@gmail.com,M,45.7,55.92,67.57,56.79,63.34,65.54,83.12,Kenneth Allison,Systems developer,Linda Wolf,Multimedia specialist,173915,400091,2017,public administrative services,non-minority,19.234,72.8399,0.1
20171100229,MECH,David Roberts,8454089265,davidroberts@gmail.com,F,89.46,64.18,5.39,77.99,90.35,94.95,72.97,Micheal Russell,Architect,Alejandra Dennis,Local government officer,490552,400053,2017,information technology,non-minority,19.1121,72.8611,0.1
20171100230,MECH,Ryan Garcia,9004847870,ryangarcia@gmail.com,M,88.87,97.63,28.81,77.1,59.54,67.52,66.89,Philip Ortiz,Pathologist,Michelle Peterson,Tourism officer,438707,400091,2017,public administrative services,non-minority,19.234,72.8399,0.1
20171100231,IT,Jon Espinoza,9665678948,jonespinoza@gmail.com,M,81.62,66.44,95.25,97.4,51.18,97.35,58.94,Joseph Chen,Publishing rights manager,Haley Sloan,"Programme researcher, broadcasting/film/video",282318,400017,2017,finance and real estate services,minority,19.0456,72.8537,0.1
20171100232,COMPS,Kathleen Williams,9867551705,kathleenwilliams@gmail.com,F,69.48,84.73,89.09,74.2,68.87,78.09,50.44,Geoffrey Houston,Market researcher,Brittany Young,Sports coach,1422395,400018,2017,information technology,minority,18.9985,72.8174,0.1
20171100233,IT,Anita Williams,9987320721,anitawilliams@yahoo.com,M,66.31,97.78,99.39,57.98,55.78,75.93,41.3,Martin Benson,Physiotherapist,Suzanne Williams,Sports development officer,126741,400047,2017,constructions,minority,19.1246,72.8422,0.1
20171100234,MECH,David Peterson,8999940836,davidpeterson@gmail.com,M,64.26,63.01,77.57,82.53,50.21,74.03,58.88,Brent Roy,IT consultant,Monique Boyle,Primary school teacher,1145299,400101,2017,information technology,non-minority,19.2059,72.8661,0.1
20171100235,MECH,Yesenia Nelson,9987040518,yesenianelson@gmail.com,M,86.32,68.67,6.89,95.54,94.5,82.65,6.28,Jonathan Howard,Insurance broker,Laura Torres,General practice doctor,1161756,400083,2017,constructions,non-minority,19.1166,72.9374,0.1
20171100236,MECH,Jennifer Williams,9867232297,jenniferwilliams@gmail.com,M,61.63,61.64,60.09,55.21,74.83,64.08,28.64,Matthew Schwartz,"Designer, furniture",Heidi Wade,"Civil engineer, contracting",1340781,400018,2017,manufacturing,minority,18.9985,72.8174,0.1
20171100237,COMPS,Austin Garcia DDS,9892790074,austingarciadds@yahoo.com,M,52.65,94.24,92.24,59.76,52.65,69.85,16.73,David Bauer,Chief Technology Officer,Christina Sanders,Sports administrator,249031,400027,2017,trade transport and hotels,minority,18.9793,72.8383,0.1
20171100238,EXTC,Jesse Morgan,9665647356,jessemorgan@gmail.com,M,52.41,97.71,40.4,95.67,77.88,84.19,88.72,James Cox,Medical illustrator,Elaine Evans,Barista,719755,400015,2017,agriculture and forestry,minority,18.9961,72.8528,0.1
20171100239,MECH,Clayton Morrow,9867179642,claytonmorrow@hotmail.com,M,48.89,66.84,41.63,75.18,51.67,71.23,29.78,John Lopez,"Surveyor, building control",Hannah Brown,Politician's assistant,1104302,400101,2017,finance and real estate services,minority,19.2059,72.8661,0.1
20171100240,EXTC,Jonathan Walters,9987572276,jonathanwalters@gmail.com,F,45.75,51.57,4.35,87.5,51.78,59.15,7.02,Michael Parker,Industrial buyer,Lisa Ferguson,"Surveyor, quantity",785003,400057,2017,communications,minority,19.1007,72.8485,0.1
20161100001,IT,Troy Montoya,9987290705,troymontoya@yahoo.com,M,73.36,58.74,54.44,72.63,78.16,84.4,9.39,Jose Silva,Diagnostic radiographer,Katherine Barker,Horticultural consultant,456874,400086,2016,trade transport and hotels,minority,19.0893,72.9078,0.1
20161100002,EXTC,Regina Collins,9867649151,reginacollins@gmail.com,F,65.55,90.11,49.43,88.98,68.12,60.94,76.12,Darryl Collins,Further education lecturer,Janice Hicks,Mudlogger,1210559,400042,2016,constructions,non-minority,19.1338,72.9384,0.1
20161100003,COMPS,Jo Morris,9892593533,jomorris@gmail.com,F,37.11,75.31,45.19,60.93,89.99,63.71,89.81,Brian Casey,Database administrator,Patricia Rogers,"Restaurant manager, fast food",616479,400031,2016,communications,minority,19.0133,72.8549,0.1
20161100004,IT,Daniel Gray,9892665941,danielgray@hotmail.com,F,48.27,63.42,89.8,72.15,50.45,81.17,74.47,Paul Scott,Chief Operating Officer,Andrea Medina,"Psychotherapist, child",1073866,400038,2016,communications,non-minority,18.9377,72.839,0.1
20161100005,EXTC,Scott Mcguire,9867947705,scottmcguire@yahoo.com,M,43.92,67.04,99.71,51.29,51.7,53.8,60.5,Dominic Jackson,Recycling officer,Linda Fisher,"Teacher, secondary school",1195330,400050,2016,finance and real estate services,non-minority,19.0552,72.83,0.1
20161100006,IT,Larry Delgado PhD,9892999596,larrydelgadophd@yahoo.com,M,82.66,54.2,5.55,54.27,79.88,72.18,82.84,Joseph Pittman,"Accountant, chartered public finance",Sherry Stanley,Public house manager,960693,400053,2016,manufacturing,non-minority,19.1121,72.8611,0.1
20161100007,IT,Martha Sampson,9004248719,marthasampson@gmail.com,M,51.02,85.71,98.15,63.61,94.09,83.94,2.79,Daniel Watkins,"Journalist, newspaper",Donna Hamilton,International aid/development worker,214652,400084,2016,manufacturing,minority,19.0976,72.9032,0.1
20161100008,EXTC,Eric Khan,9892852851,erickhan@gmail.com,M,37.51,54.89,10,51.78,54.22,75.26,78.19,Devin Miller,Careers adviser,Rebecca Hopkins,"Programmer, systems",940855,400022,2016,constructions,minority,19.0426,72.8638,0.1
20161100009,MECH,Haley Rubio,9867343175,haleyrubio@gmail.com,M,80.54,69.66,35.94,75.69,56.62,90.9,73.16,Jerry Hobbs,Civil Service administrator,Alicia Noble,Pathologist,472669,400026,2016,agriculture and forestry,non-minority,18.9706,72.8095,0.1
20161100010,MECH,Patrick Shaw,9967535619,patrickshaw@gmail.com,M,75.55,78.93,90.19,72.57,52.44,57.68,72.95,Joseph Sanchez,Financial planner,Jillian Roberts,Translator,1089306,400068,2016,information technology,non-minority,19.2591,72.8338,0.1
20161100011,MECH,Eric Curry,9987994773,ericcurry@gmail.com,M,37.37,98.06,83.52,57.61,91.99,53.46,22.62,Johnathan Harmon,Immigration officer,Kelly Flores,Cartographer,672137,400095,2016,information technology,non-minority,19.1888,72.8197,0.1
20161100012,EXTC,Michael Anderson,9867094981,michaelanderson@gmail.com,M,61.18,79.33,30.31,81.48,64.88,83.13,62.87,Gregory Copeland,Mechanical engineer,Samantha Young,"Designer, blown glass/stained glass",434935,400022,2016,communications,minority,19.0426,72.8638,0.1
20161100013,MECH,Kenneth Williams,9987576046,kennethwilliams@gmail.com,F,45.39,80.98,77.52,86.04,52.96,96.68,21.02,Charles King,"Engineer, manufacturing systems",Jamie Werner,Acupuncturist,954662,400042,2016,finance and real estate services,minority,19.1338,72.9384,0.1
20161100014,IT,Brent Caldwell,8999883897,brentcaldwell@gmail.com,F,95.97,63.82,34.16,75.35,62.78,86.46,18.75,Kyle Martinez,Science writer,Rebecca Medina,Restaurant manager,921890,400041,2016,finance and real estate services,minority,19.0172,72.9398,0.1
20161100015,COMPS,Darius Griffin,9967612233,dariusgriffin@yahoo.com,M,35.99,88.39,64.04,81.38,94.84,86.37,83.59,Andrew Davis,Accommodation manager,Andrea Davis,Chief Financial Officer,298548,400055,2016,finance and real estate services,minority,19.0804,72.8469,0.1
20161100016,IT,Joseph Hoffman,9867372522,josephhoffman@gmail.com,F,88.62,60.57,10.56,87.69,70.59,95.73,68.47,Christopher Williams,Veterinary surgeon,Stacy Richardson,Energy engineer,628221,400069,2016,agriculture and forestry,non-minority,19.1178,72.8737,0.1
20161100017,MECH,Mrs. Kimberly Allen,9867622695,mrs.kimberlyallen@gmail.com,M,87.5,74.9,29.42,53.59,78.91,56.08,82.84,Brian Pierce,Computer games developer,Christina Love,IT sales professional,942441,400014,2016,finance and real estate services,minority,19.0148,72.8455,0.1
20161100018,IT,Tammy Juarez,9987461101,tammyjuarez@gmail.com,M,97.55,70.55,56.96,67.47,74.45,51.04,0.79,Jason Matthews,Textile designer,Victoria Owen,Retail merchandiser,217745,400078,2016,public administrative services,minority,19.157,72.9327,0.1
20161100019,EXTC,Michael Fitzpatrick,8451032405,michaelfitzpatrick@gmail.com,M,89.39,90.22,80.83,52.09,81.51,81.05,8.44,William Diaz,Newspaper journalist,Kimberly Dalton,Exhibition designer,825222,400010,2016,manufacturing,minority,18.9702,72.846,0.1
20161100020,COMPS,Oscar Brown,9892244303,oscarbrown@gmail.com,M,80.9,72.67,82.74,58.65,54.04,98.49,45.4,Trevor Carroll,Counsellor,Shannon Davis,"Therapist, speech and language",114238,400079,2016,information technology,non-minority,19.1025,72.9254,0.1
20161100021,IT,Jennifer Kidd,8999916628,jenniferkidd@yahoo.com,M,38.59,51.9,71.26,58.57,62.93,65.34,88.37,Daniel Moran,Counselling psychologist,Heather Gallegos MD,"Engineer, site",1497706,400049,2016,communications,minority,19.1047,72.8268,0.1
20161100022,COMPS,Robert Phillips,8999620611,robertphillips@gmail.com,M,44.29,60.82,74.79,73.66,96.75,79.06,9.85,Gary Myers,Aeronautical engineer,Amanda Herrera,"Scientist, audiological",359993,400019,2016,constructions,non-minority,19.0269,72.8554,0.1
20161100023,COMPS,William Grimes,9892445609,williamgrimes@gmail.com,M,49.53,65,51.83,60.43,82.52,69.63,52.39,David Douglas,"Engineer, aeronautical",Ariel Kim,Curator,1019069,400060,2016,information technology,non-minority,19.1368,72.8579,0.1
20161100024,IT,Martin Adams,9967920850,martinadams@yahoo.com,M,69.37,69.83,88.08,65.9,93.81,74.78,79.66,George Fleming,Speech and language therapist,Melanie Durham,Architectural technologist,889308,400018,2016,information technology,non-minority,18.9985,72.8174,0.1
20161100025,MECH,Sarah Santiago,9987696982,sarahsantiago@yahoo.com,F,86.2,80.44,46.45,53.37,57.6,63.65,77.89,Jesse Schmidt,"Designer, graphic",Martha Crawford,Company secretary,610365,400045,2016,public administrative services,non-minority,19.0633,72.9258,0.1
20161100026,COMPS,John Benton,9867557983,johnbenton@yahoo.com,F,64.6,75.45,17.47,56.87,81.37,81.11,24.59,Shawn Brown,Psychiatrist,Lauren Brown,Community development worker,770098,400007,2016,public administrative services,minority,18.9618,72.8134,0.1
20161100027,IT,Andrew Wilson,8999913794,andrewwilson@hotmail.com,F,87.45,58.89,5.52,78.85,92.88,52.25,67.58,John Sexton,TEFL teacher,Elizabeth Mcknight,Broadcast presenter,496641,400030,2016,public administrative services,non-minority,19.0122,72.8219,0.1
20161100028,IT,Jacob Spencer,9987726572,jacobspencer@gmail.com,M,90.07,89.94,12.38,78.23,93.85,87.52,1.98,Stephen Reed,Psychiatrist,Rachel Brown,Curator,941843,400002,2016,trade transport and hotels,non-minority,18.9484,72.8259,0.1
20161100029,IT,Jason Obrien,9867925416,jasonobrien@gmail.com,M,48.34,90.34,69.56,80.96,73.94,95.41,80.21,Derrick Martin DDS,Community development worker,Maureen Boyle,Museum education officer,1309905,400023,2016,finance and real estate services,non-minority,18.9321,72.8323,0.1
20161100030,EXTC,Christopher Thomas,8451826542,christopherthomas@yahoo.com,F,82.9,81.06,86.03,82.1,73.88,82.21,19.93,Christopher Stevens,Regulatory affairs officer,Shannon White,Logistics and distribution manager,1255224,400024,2016,trade transport and hotels,minority,19.0611,72.8792,0.1
20161100031,EXTC,Carlos Dawson,8999091958,carlosdawson@gmail.com,M,47.57,69.26,93.28,64.32,69.38,87.82,57.56,William Vang,Clinical biochemist,Crystal Hernandez,"Journalist, broadcasting",740616,400063,2016,finance and real estate services,minority,19.1648,72.8533,0.1
20161100032,EXTC,Barry Perez,9967916539,barryperez@yahoo.com,M,84.4,81.33,81.22,89.63,90.68,79.89,10.62,Brandon Garza,Contracting civil engineer,Rachel Delacruz,"Designer, television/film set",1392576,400049,2016,constructions,minority,19.1047,72.8268,0.1
20161100033,EXTC,Jason Cabrera,7738024812,jasoncabrera@gmail.com,M,83.69,94.66,9.95,90.62,77.6,78.84,34.01,Scott Mckinney,Corporate investment banker,Amber Mckee,Academic librarian,1166341,400021,2016,agriculture and forestry,minority,18.9256,72.8242,0.1
20161100034,IT,Justin Pratt,9665488049,justinpratt@yahoo.com,M,57.58,52.9,35.32,80.89,93.68,67.46,64.19,Robert Anderson II,Careers adviser,Destiny Bryant,Communications engineer,687832,400001,2016,information technology,minority,18.9385,72.8363,0.1
20161100035,EXTC,John Patel,8452928251,johnpatel@yahoo.com,F,63.51,91.37,75.44,92.27,53.38,92.5,83.22,Joel Wall,Broadcast engineer,Shannon Cunningham,Data processing manager,411894,400080,2016,constructions,minority,19.1721,72.9483,0.1
20161100036,COMPS,Kevin Carter,9967046928,kevincarter@gmail.com,M,65.7,99.21,93.56,95.14,76.84,94.11,75.16,Ryan Porter,"Education officer, community",Nicole Hernandez,Archaeologist,159562,400076,2016,manufacturing,non-minority,19.1239,72.9094,0.1
20161100037,IT,Corey Rowe,9867579969,coreyrowe@yahoo.com,M,58.39,81.8,87.01,50.72,65.38,56.01,78.88,Michael Bell,Customer service manager,Ashley Bernard,Contracting civil engineer,454099,400035,2016,finance and real estate services,non-minority,18.9417,72.7936,0.1
20161100038,EXTC,Lisa Wagner,9967211402,lisawagner@gmail.com,M,38.92,85.2,31.66,82.58,61.11,82.49,68.19,David Jones,Toxicologist,Jill Thomas,Location manager,1221940,400029,2016,communications,non-minority,19.0797,72.8679,0.1
20161100039,MECH,Joel Lewis,9004742404,joellewis@gmail.com,M,82.42,55.08,24.34,90.89,52.28,94.94,4.92,Christopher Bright,Cartographer,Hannah Johnson,Microbiologist,1342244,400071,2016,information technology,minority,19.0521,72.9007,0.1
20161100040,EXTC,John Jones,9867024010,johnjones@hotmail.com,F,73.12,64.56,50.29,52.22,69.08,51.52,47.11,Paul Taylor,"Designer, graphic",Katie Myers,"Psychologist, educational",435566,400075,2016,constructions,non-minority,19.0799,72.9174,0.1
20161100041,COMPS,Manuel Burnett,9867431556,manuelburnett@gmail.com,F,77.23,58.23,23.28,90.06,53.49,71.94,52.97,Robert Brown,Agricultural engineer,Morgan Olsen,Broadcast engineer,591867,400022,2016,communications,minority,19.0426,72.8638,0.1
20161100042,MECH,Mr. Christopher George,9867127660,mr.christophergeorge@yahoo.com,F,91.44,64.3,34.15,80.31,53.43,59.55,35.46,Xavier Dudley,Publishing copy,Hannah Padilla,"Copywriter, advertising",1408573,400044,2016,constructions,non-minority,19.0633,72.9258,0.1
20161100043,IT,Mrs. Megan Johnson,9892747119,mrs.meganjohnson@gmail.com,M,54.08,84.52,57.71,73.1,80.64,89.92,83.68,Bryan Ramirez,Sport and exercise psychologist,Bridget Strong,Pharmacologist,518262,400018,2016,finance and real estate services,non-minority,18.9985,72.8174,0.1
20161100044,EXTC,Nathan Marshall,9665987132,nathanmarshall@gmail.com,M,39.81,83.84,26.96,59.8,85.98,76.54,57.62,Jeffrey Myers,Agricultural engineer,Heather Mora,"Teacher, English as a foreign language",1122916,400047,2016,trade transport and hotels,non-minority,19.1246,72.8422,0.1
20161100045,IT,Ricky Barnes,8999780210,rickybarnes@yahoo.com,M,82.04,80.3,88.82,86.63,74.21,61.2,47.16,Brandon Ryan,Geophysicist/field seismologist,Erika Silva,"Social research officer, government",760050,400074,2016,information technology,minority,19.029,72.8881,0.1
20161100046,MECH,Barbara Welch,9867588593,barbarawelch@hotmail.com,F,60.26,91.63,45.85,82.58,88.79,80.45,44.29,Chase Mckay,"Physicist, medical",Kathleen Young,"Education officer, community",1425770,400012,2016,agriculture and forestry,non-minority,18.9995,72.8397,0.1
20161100047,EXTC,Thomas Thomas,9892293886,thomasthomas@gmail.com,M,41.98,69.39,53.62,96.29,87.92,55,61.07,Mark Smith DVM,"Psychologist, forensic",Lindsay Hooper,Prison officer,1037200,400061,2016,information technology,non-minority,19.1427,72.8053,0.1
20161100048,MECH,William Campbell,9665851887,williamcampbell@gmail.com,M,38.43,70.44,25.49,76.84,53.88,99.14,50.83,Nicholas Brown,"Psychologist, sport and exercise",Margaret Johnson,Patent examiner,863544,400054,2016,constructions,minority,19.082,72.8345,0.1
20161100049,COMPS,Kevin Harrell,8451883726,kevinharrell@yahoo.com,M,55.49,97.81,23.47,90.52,57.01,75.13,38,John Gross,Management consultant,Robin Mcdonald,"Nurse, learning disability",961349,400015,2016,finance and real estate services,minority,18.9961,72.8528,0.1
20161100050,MECH,Christopher Moore,9665368353,christophermoore@hotmail.com,F,48.39,71.01,47.2,83.94,60.23,73.48,2.41,Sean Chandler,Catering manager,Emma Steele,Actor,513687,400057,2016,communications,minority,19.1007,72.8485,0.1
20161100051,EXTC,Edward Blevins,9004780310,edwardblevins@gmail.com,M,98.3,90.23,70.89,73.61,76.4,53.31,49.56,Alan Velez,Waste management officer,Victoria Rocha,Visual merchandiser,177228,400068,2016,public administrative services,non-minority,19.2591,72.8338,0.1
20161100052,EXTC,Michael Peters,8454031830,michaelpeters@gmail.com,M,92.65,56.19,1.88,71.29,94.1,96.87,0.91,Michael Vazquez,International aid/development worker,Misty Austin,"Teacher, music",1147913,400027,2016,information technology,non-minority,18.9793,72.8383,0.1
20161100053,EXTC,Richard Sparks,9987832527,richardsparks@gmail.com,F,56.36,53.89,78.83,62.95,78.37,83.5,24.75,Donald Leach,Petroleum engineer,Tammy Mcdonald,Race relations officer,313761,400057,2016,finance and real estate services,minority,19.1007,72.8485,0.1
20161100054,IT,Linda White,7738345814,lindawhite@hotmail.com,M,52.22,81.4,76.6,62.91,71.8,78.03,72.71,Johnny Brown,Building services engineer,Janet Knight,"Administrator, local government",1084391,400101,2016,communications,minority,19.2059,72.8661,0.1
20161100055,IT,Brian Erickson,9665669840,brianerickson@yahoo.com,F,54.94,55.73,27.7,60.08,88.66,52.1,39.45,Cory Carpenter,Paramedic,Sarah Buckley,Trade mark attorney,637787,400054,2016,communications,non-minority,19.082,72.8345,0.1
20161100056,IT,David Mccormick,9967048402,davidmccormick@gmail.com,M,78.98,81.89,20.67,77.64,57.53,66.92,89.97,Billy Smith,"Engineer, technical sales",Susan Miller,Ranger/warden,215276,400001,2016,manufacturing,minority,18.9385,72.8363,0.1
20161100057,MECH,Phillip White,8451926147,phillipwhite@yahoo.com,M,80.77,52.54,36.98,79.59,77.35,71.32,28.36,William Banks,"Scientist, research (maths)",Amy Small,Textile designer,175695,400084,2016,information technology,minority,19.0976,72.9032,0.1
20161100058,IT,Brian Mckenzie,9665816333,brianmckenzie@gmail.com,M,81.44,96.53,55.43,86.47,50.72,57.74,51.51,Victor Torres,Chiropodist,Danielle Wiggins,Arboriculturist,904959,400055,2016,public administrative services,non-minority,19.0804,72.8469,0.1
20161100059,MECH,Jerry Bass,9987452317,jerrybass@yahoo.com,M,53.82,83.56,49.9,82.42,59.51,64.48,77.68,Joseph Johnson,"Administrator, arts",Denise Robinson,Site engineer,121598,400096,2016,information technology,minority,19.1267,72.8767,0.1
20161100060,COMPS,Nancy Stewart,7738197390,nancystewart@gmail.com,M,56.58,66.19,92.31,68.47,61.2,93.67,69.11,Jaime Gonzalez,Advertising account planner,Shannon Torres,"Sales professional, IT",896181,400070,2016,communications,non-minority,19.0741,72.8804,0.1
20161100061,IT,Xavier Mcpherson,9967590087,xaviermcpherson@gmail.com,M,97.93,68.94,22.92,94.14,61.59,53.92,43.45,Anthony Webster,"Therapist, occupational",Stephanie Sullivan,Rural practice surveyor,409936,400021,2016,finance and real estate services,non-minority,18.9256,72.8242,0.1
20161100062,MECH,Brandon Orozco,9892696890,brandonorozco@gmail.com,M,98.7,79.4,18.33,57.12,65.42,88.14,68.05,Jesse Swanson,IT technical support officer,Janice Mclaughlin,"Therapist, drama",1346929,400059,2016,communications,non-minority,19.1119,72.879,0.1
20161100063,EXTC,Stanley Dunlap,9987473461,stanleydunlap@gmail.com,F,71.1,83.62,20.18,80.53,64.5,82.11,16.69,Cesar Morgan,"Surveyor, mining",Gina Walters,Volunteer coordinator,1335866,400013,2016,constructions,minority,18.9982,72.8275,0.1
20161100064,COMPS,Amy Stone,9004076501,amystone@gmail.com,M,64.9,67.56,27.89,62.32,62.58,88.38,61.18,Aaron Howell,Chartered certified accountant,Charlotte Dominguez,Accommodation manager,341001,400037,2016,communications,non-minority,19.0257,72.8697,0.1
20161100065,EXTC,Jordan Cordova,9987371507,jordancordova@hotmail.com,F,98.78,63.37,88.81,80.21,88.4,51.38,49.86,Craig Ruiz,"Psychotherapist, child",Jacqueline Brown,Chartered public finance accountant,761317,400061,2016,public administrative services,minority,19.1427,72.8053,0.1
20161100066,COMPS,Ryan Hughes,9987238969,ryanhughes@gmail.com,M,98.49,81.99,20.94,83.45,95.06,50.99,85.68,Christian Rodriguez,Lobbyist,Amanda Owens,Agricultural consultant,364910,400023,2016,information technology,non-minority,18.9321,72.8323,0.1
20161100067,MECH,Anthony Bates,9665573283,anthonybates@yahoo.com,M,96.86,98.6,86.57,56.28,94.3,85.7,69.15,Joel Stevens,Geophysicist/field seismologist,Karen Mendoza,IT sales professional,598175,400036,2016,manufacturing,minority,18.9625,72.805,0.1
20161100068,EXTC,Joshua Martinez,9967841405,joshuamartinez@gmail.com,F,44.76,86,76.41,61.47,78.16,90.26,80.8,Jose Moore,Statistician,Susan Velasquez,Emergency planning/management officer,316236,400034,2016,manufacturing,non-minority,18.9724,72.8148,0.1
20161100069,IT,Maria Green,9967313473,mariagreen@gmail.com,M,84.33,66.35,66.04,85.13,81.42,84.84,63.11,Justin Ferguson,"Designer, industrial/product",Stephanie Sexton,Advice worker,360045,400076,2016,finance and real estate services,minority,19.1239,72.9094,0.1
